size,height,expected height,variance height,avg leaf depth,variance leaf depth
64,12,6.0,8.123076923076923
63,12,5.977279923499917,8.046875
128,12,7.0,8.488372093023257
127,12,6.988684686772166,8.453125
256,14,8.0,10.470817120622568
255,14,7.994353436858858,10.45703125
512,18,9.0,11.033138401559453
511,18,8.997179480937621,11.025390625
1024,21,10.0,13.413658536585366
1023,21,9.99859042974533,13.3779296875
4096,25,12.0,15.472296802538443
4095,25,11.99964773652837,15.472900390625
8192,29,13.0,16.5302087147565
8191,29,12.999823879015727,16.5301513671875
9000,29,13.135709286104401,16.71658704588379
8999,29,13.135548977749227,16.716
9500,29,13.213711798105672,16.818755920429428
9499,29,13.213559927476458,16.818105263157896
10000,31,13.28771237954945,17.307969203079693
9999,31,13.287568102831404,17.3075
12000,32,13.550746785383243,17.743521373218897
11999,32,13.550626555786867,17.7435
20000,35,14.287712379549449,18.40197990100495
19999,35,14.287640242993975,18.402
40000,37,15.287712379549449,20.65473363165921
39999,37,15.287676311722578,20.65485
60000,39,15.872674880270607,21.114231429476174
59999,39,15.872650835152882,21.114266666666666
100000,40,16.609640474436812,21.453045469545305
99999,40,16.609626047414267,21.45297
200000,44,17.609640474436812,22.862585687071565
199999,44,17.609633260943575,22.86255
500000,48,18.931568569324174,26.185321629356743
499999,48,18.931565683931208,26.185318
1000000,50,19.931568569324174,26.92974907025093
999999,50,19.931567126628412,26.929755
10000000,58,23.25349666421154,30.518384148161584
9999999,58,23.253496519942026,30.5183832
