10000,0,815
600,0,687
1000,0,1003
600,0,647
10000,0,645
8000,0,623
200,0,554
8000,0,645
8000,0,690
200,0,534
600,0,504
2000,0,598
100,0,549
10000,0,733
10000,0,559
600,0,541
100,0,588
2000,0,509
1000,0,744
100,0,647
100,0,627
100,0,529
8000,0,552
1000,0,792
1000,0,690
800,0,805
200,0,554
100,0,1333
800,0,546
1000,0,520
100,0,647
8000,0,707
2000,0,596
6000,0,573
2000,0,525
10000,0,594
6000,0,1174
8000,0,663
1000,0,528
6000,0,1067
2000,0,667
6000,0,621
200,0,514
200,0,445
6000,0,633
6000,0,698
10000,0,602
1000,0,512
2000,0,602
10000,0,615
8000,0,633
6000,0,537
1000,0,694
2000,0,606
600,0,913
800,0,466
2000,0,515
8000,0,594
1000,0,728
800,0,3296
600,0,1132
1000,0,748
800,0,536
6000,0,985
8000,0,742
2000,0,511
6000,0,657
6000,0,568
800,0,785
1000,0,582
10000,0,703
800,0,3246
600,0,498
200,0,584
2000,0,1952
8000,0,813
100,0,470
600,0,531
600,0,538
1000,0,654
800,0,770
600,0,548
800,0,506
1000,0,794
800,0,815
100,0,666
800,0,720
1000,0,558
200,0,584
100,0,588
10000,0,588
8000,0,750
2000,0,633
200,0,534
600,0,528
600,0,817
600,0,511
8000,0,743
10000,0,950
8000,0,581
100,0,588
600,0,548
8000,0,595
600,0,544
800,0,543
800,0,720
600,0,707
200,0,574
600,0,534
1000,0,508
2000,0,710
8000,0,784
800,0,862
10000,0,759
200,0,574
1000,0,526
600,0,508
2000,0,1524
2000,0,891
200,0,564
600,0,578
100,0,588
6000,0,782
1000,0,538
2000,0,625
2000,0,733
6000,0,1086
800,0,775
100,0,600
100,0,647
10000,0,569
600,0,578
6000,0,781
8000,0,716
8000,0,662
1000,0,542
10000,0,525
100,0,607
1000,0,554
2000,0,673
1000,0,526
6000,0,604
10000,0,695
1000,0,491
10000,0,762
1000,0,568
2000,0,597
10000,0,593
200,0,544
2000,0,635
800,0,773
2000,0,754
8000,0,576
800,0,528
