304,640,5
642,2560,7
386,1280,6
599,1280,6
697,2560,7
850,2560,7
375,1280,6
1005,2560,7
223,640,5
842,2560,7
243,640,5
999,2560,7
866,2560,7
612,1280,6
66,320,4
165,640,5
70,160,3
661,2560,7
810,2560,7
75,320,4
673,2560,7
370,1280,6
538,1280,6
385,1280,6
175,640,5
324,1280,6
784,2560,7
526,1280,6
221,640,5
800,2560,7
1003,2560,7
627,1280,6
783,2560,7
967,2560,7
946,2560,7
373,1280,6
518,1280,6
320,1280,6
1004,2560,7
937,2560,7
1012,2560,7
249,640,5
1001,2560,7
716,2560,7
404,1280,6
535,1280,6
542,1280,6
62,160,3
561,1280,6
325,1280,6
839,2560,7
49,160,3
941,2560,7
600,1280,6
469,1280,6
465,1280,6
263,640,5
608,1280,6
577,1280,6
636,1280,6
206,640,5
28,80,2
717,2560,7
12,40,1
726,2560,7
961,2560,7
87,320,4
749,2560,7
645,2560,7
213,640,5
406,1280,6
808,2560,7
346,1280,6
628,1280,6
513,1280,6
543,1280,6
816,2560,7
136,640,5
828,2560,7
508,1280,6
158,640,5
399,1280,6
934,2560,7
845,2560,7
332,1280,6
17,80,2
587,1280,6
183,640,5
581,1280,6
166,640,5
583,1280,6
806,2560,7
283,640,5
875,2560,7
475,1280,6
356,1280,6
671,2560,7
284,640,5
651,2560,7
439,1280,6
761,2560,7
1002,2560,7
83,320,4
864,2560,7
13,80,2
855,2560,7
773,2560,7
588,1280,6
617,1280,6
867,2560,7
428,1280,6
675,2560,7
88,320,4
676,2560,7
394,1280,6
903,2560,7
915,2560,7
352,1280,6
560,1280,6
871,2560,7
715,2560,7
398,1280,6
922,2560,7
305,1280,6
337,1280,6
699,2560,7
21,80,2
238,640,5
708,2560,7
882,2560,7
105,320,4
844,2560,7
355,1280,6
512,1280,6
680,2560,7
681,2560,7
491,1280,6
790,2560,7
635,1280,6
981,2560,7
350,1280,6
814,2560,7
369,1280,6
137,320,4
435,1280,6
101,320,4
235,640,5
463,1280,6
785,2560,7
863,2560,7
521,1280,6
323,1280,6
55,160,3
236,640,5
578,1280,6
757,2560,7
640,1280,6
102,320,4
807,2560,7
402,1280,6
429,1280,6
982,2560,7
779,2560,7
544,1280,6
674,2560,7
110,320,4
570,1280,6
545,1280,6
36,80,2
658,2560,7
430,1280,6
451,1280,6
710,2560,7
274,640,5
796,2560,7
687,2560,7
663,2560,7
965,2560,7
426,1280,6
945,2560,7
142,320,4
918,2560,7
501,1280,6
910,2560,7
319,1280,6
559,1280,6
692,2560,7
173,640,5
701,2560,7
888,2560,7
582,1280,6
589,1280,6
881,2560,7
720,2560,7
822,2560,7
207,640,5
20,80,2
413,1280,6
597,1280,6
170,640,5
436,1280,6
273,640,5
741,2560,7
376,1280,6
418,1280,6
997,2560,7
979,2560,7
510,1280,6
179,640,5
434,1280,6
169,640,5
693,2560,7
898,2560,7
315,1280,6
74,320,4
883,2560,7
817,2560,7
777,2560,7
555,1280,6
916,2560,7
679,2560,7
746,2560,7
330,1280,6
177,640,5
380,1280,6
994,2560,7
907,2560,7
212,640,5
94,320,4
639,1280,6
371,1280,6
35,80,2
251,640,5
281,640,5
215,640,5
637,1280,6
992,2560,7
976,2560,7
835,2560,7
727,2560,7
367,1280,6
18,80,2
295,640,5
770,2560,7
912,2560,7
590,1280,6
735,2560,7
576,1280,6
269,640,5
309,1280,6
630,1280,6
685,2560,7
473,1280,6
318,1280,6
884,2560,7
830,2560,7
704,2560,7
798,2560,7
895,2560,7
933,2560,7
41,80,2
124,320,4
316,1280,6
666,2560,7
754,2560,7
252,640,5
377,1280,6
815,2560,7
334,1280,6
348,1280,6
552,1280,6
409,1280,6
592,1280,6
344,1280,6
786,2560,7
920,2560,7
831,2560,7
138,320,4
164,640,5
245,640,5
73,320,4
682,2560,7
638,1280,6
114,320,4
107,320,4
728,2560,7
579,1280,6
217,640,5
353,1280,6
618,1280,6
133,320,4
524,1280,6
178,640,5
683,2560,7
553,1280,6
294,640,5
157,640,5
389,1280,6
425,1280,6
924,2560,7
71,160,3
467,1280,6
768,2560,7
130,320,4
695,2560,7
801,2560,7
931,2560,7
25,80,2
339,1280,6
146,640,5
791,2560,7
415,1280,6
185,640,5
753,2560,7
50,160,3
205,640,5
112,320,4
655,2560,7
454,1280,6
641,1280,6
196,640,5
38,80,2
493,1280,6
93,320,4
534,1280,6
161,640,5
336,1280,6
335,1280,6
433,1280,6
317,1280,6
889,2560,7
184,640,5
909,2560,7
266,640,5
843,2560,7
821,2560,7
951,2560,7
478,1280,6
550,1280,6
984,2560,7
91,320,4
973,2560,7
797,2560,7
259,640,5
363,1280,6
321,1280,6
885,2560,7
354,1280,6
650,2560,7
54,160,3
968,2560,7
623,1280,6
117,320,4
827,2560,7
300,1280,6
601,1280,6
763,2560,7
458,1280,6
772,2560,7
977,2560,7
643,2560,7
364,1280,6
775,2560,7
509,1280,6
382,1280,6
813,2560,7
445,1280,6
171,640,5
96,320,4
191,640,5
145,640,5
622,1280,6
366,1280,6
275,640,5
771,2560,7
360,1280,6
533,1280,6
140,320,4
159,640,5
484,1280,6
794,2560,7
566,1280,6
923,2560,7
222,640,5
464,1280,6
857,2560,7
634,1280,6
780,2560,7
756,2560,7
980,2560,7
1000,2560,7
68,160,3
411,1280,6
900,2560,7
667,2560,7
482,1280,6
368,1280,6
975,2560,7
880,2560,7
431,1280,6
347,1280,6
481,1280,6
311,640,5
891,2560,7
541,1280,6
176,640,5
660,2560,7
530,1280,6
227,640,5
253,640,5
488,1280,6
188,640,5
540,1280,6
629,1280,6
504,1280,6
479,1280,6
536,1280,6
988,2560,7
894,2560,7
160,640,5
187,640,5
261,640,5
292,640,5
378,1280,6
721,2560,7
438,1280,6
747,2560,7
310,1280,6
840,2560,7
678,2560,7
242,640,5
462,1280,6
92,320,4
244,640,5
782,2560,7
832,2560,7
104,320,4
82,320,4
620,1280,6
585,1280,6
461,1280,6
571,1280,6
948,2560,7
532,1280,6
262,640,5
598,1280,6
486,1280,6
765,2560,7
947,2560,7
1008,2560,7
40,80,2
744,2560,7
849,2560,7
466,1280,6
297,1280,6
574,1280,6
148,320,4
327,1280,6
194,640,5
633,1280,6
960,2560,7
299,1280,6
955,2560,7
119,320,4
489,1280,6
106,320,4
856,2560,7
81,320,4
455,1280,6
120,320,4
878,2560,7
690,2560,7
153,640,5
497,1280,6
232,640,5
420,1280,6
208,640,5
614,1280,6
677,2560,7
202,640,5
277,640,5
139,640,5
218,640,5
58,160,3
27,80,2
47,160,3
517,1280,6
841,2560,7
401,1280,6
858,2560,7
154,640,5
111,320,4
896,2560,7
180,640,5
943,2560,7
342,1280,6
990,2560,7
569,1280,6
971,2560,7
927,2560,7
278,640,5
985,2560,7
362,1280,6
611,1280,6
724,2560,7
89,320,4
298,640,5
53,160,3
647,2560,7
500,1280,6
573,1280,6
113,320,4
759,2560,7
456,1280,6
834,2560,7
77,320,4
752,2560,7
22,80,2
669,2560,7
986,2560,7
286,640,5
240,640,5
267,640,5
338,1280,6
272,640,5
121,320,4
220,640,5
255,640,5
192,640,5
691,2560,7
432,1280,6
285,640,5
897,2560,7
580,1280,6
956,2560,7
767,2560,7
122,320,4
829,2560,7
964,2560,7
477,1280,6
732,2560,7
991,2560,7
928,2560,7
567,1280,6
776,2560,7
952,2560,7
143,320,4
516,1280,6
472,1280,6
258,640,5
444,1280,6
859,2560,7
271,640,5
103,320,4
616,1280,6
742,2560,7
95,320,4
24,80,2
873,2560,7
725,2560,7
16,40,1
957,2560,7
862,2560,7
99,320,4
511,1280,6
793,2560,7
730,2560,7
414,1280,6
949,2560,7
326,1280,6
395,1280,6
557,1280,6
648,2560,7
359,1280,6
913,2560,7
233,640,5
480,1280,6
123,320,4
197,640,5
64,160,3
953,2560,7
745,2560,7
593,1280,6
125,320,4
189,640,5
919,2560,7
758,2560,7
731,2560,7
447,1280,6
826,2560,7
556,1280,6
502,1280,6
408,1280,6
151,320,4
921,2560,7
940,2560,7
303,1280,6
972,2560,7
383,1280,6
662,2560,7
987,2560,7
734,2560,7
405,1280,6
914,2560,7
649,2560,7
523,1280,6
115,320,4
874,2560,7
519,1280,6
498,1280,6
152,320,4
76,320,4
602,1280,6
230,640,5
264,640,5
156,640,5
357,1280,6
738,2560,7
659,2560,7
341,1280,6
260,640,5
391,1280,6
792,2560,7
607,1280,6
32,80,2
970,2560,7
190,640,5
514,1280,6
788,2560,7
983,2560,7
551,1280,6
483,1280,6
963,2560,7
167,640,5
80,320,4
520,1280,6
575,1280,6
838,2560,7
412,1280,6
853,2560,7
558,1280,6
688,2560,7
141,320,4
246,640,5
351,1280,6
19,80,2
950,2560,7
615,1280,6
229,640,5
966,2560,7
760,2560,7
613,1280,6
653,2560,7
811,2560,7
290,640,5
78,320,4
449,1280,6
750,2560,7
989,2560,7
392,1280,6
737,2560,7
182,640,5
349,1280,6
56,160,3
67,160,3
833,2560,7
282,640,5
397,1280,6
226,640,5
703,2560,7
548,1280,6
917,2560,7
525,1280,6
86,320,4
381,1280,6
528,1280,6
23,80,2
199,640,5
935,2560,7
539,1280,6
670,2560,7
98,320,4
837,2560,7
942,2560,7
109,320,4
702,2560,7
487,1280,6
34,80,2
736,2560,7
494,1280,6
646,2560,7
403,1280,6
499,1280,6
460,1280,6
127,320,4
421,1280,6
387,1280,6
204,640,5
572,1280,6
503,1280,6
531,1280,6
631,1280,6
446,1280,6
809,2560,7
686,2560,7
131,320,4
343,1280,6
740,2560,7
443,1280,6
476,1280,6
214,640,5
100,320,4
457,1280,6
930,2560,7
609,1280,6
452,1280,6
331,1280,6
442,1280,6
437,1280,6
610,1280,6
492,1280,6
388,1280,6
256,640,5
876,2560,7
340,1280,6
751,2560,7
872,2560,7
374,1280,6
459,1280,6
795,2560,7
296,640,5
869,2560,7
714,2560,7
926,2560,7
748,2560,7
606,1280,6
254,640,5
65,160,3
1006,2560,7
621,1280,6
129,320,4
280,640,5
672,2560,7
887,2560,7
537,1280,6
39,80,2
237,640,5
241,640,5
279,640,5
729,2560,7
778,2560,7
174,640,5
228,640,5
802,2560,7
689,2560,7
705,2560,7
